UF;MUNICIPIO;PROJETO;INSTRUMENTO;SIGLA_ACAO;ACAO;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR;NU_ANO_VIGENCIA;DATA_ASSINATURA_CONVENIO;DATA_INICIO_CONVENIO;DATA_TERMINO_CONVENIO;VIGENTE;SITUACAO_OBRA;PARC_PAGAS;PARC_A_PAGAR;DT_ULTIMO_PAGAMENTO;VL_TOTAL_EMPENHADO;VL_SALDO_EMPENHO;VALOR_TOTAL_PROJETO;VL_PG_PARCELA_0;VL_PG_PARCELA_1;VL_PG_PARCELA_2;VL_PG_PARCELA_3;VL_PG_PARCELA_4
PB;MONTEIRO;PB2803135832;TC/PAC 0138/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;07/05/2014;07/05/2014;31/03/2022;NÃO;Em execução;5;0;28/06/2018;5652877.62;104948.56;5547929.07;0;1130575.52;1695863.29;1632894.16;1088596.09
PB;MONTEIRO;PB2711073500;TC/PAC 0295/08;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2008;31/12/2008;31/12/2008;22/04/2015;NÃO;Em execução - Reiniciada;4;2;31/12/2013;4700000;0;4947370.37;0;0;1880000;0;2820000
PB;MONTEIRO;PB2110166032;CV 0354/16;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2016;30/12/2016;30/12/2016;11/10/2021;NÃO;Em execução;2;0;10/09/2020;500000;0;360270.37;0;250000;109910.47;0;0
PB;MONTEIRO;PB1307172205;CV 1131/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;3;1;06/04/2021;359992.29;79996.14;359992.29;22842.58;77157.42;179996.15;0;0
PB;MONTEIRO;PB0612182301;CV 2262/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/12/2018;31/12/2018;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;3;;80000;80000;400000;0;0;0;0;0
PB;MULUNGU;PB3011178036;CV 3092/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;100000;0;0;0;0;0
PB;NATUBA;PB3011076177;CV 0643/07;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;BANCADA DA PARAIBA;2007;31/12/2007;31/12/2007;13/06/2013;NÃO;Não iniciada - Licitação não concluída;1;0;15/08/2011;85000;0;85000;0;41225;0;0;0
PB;NAZAREZINHO;PB0308174161;CV 0226/17;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;SIM;ROMULO GOUVEIA;2017;30/12/2017;30/12/2017;;NÃO;NÃO INICIADA;0;2;;;;100500;0;0;0;0;0
PB;NAZAREZINHO;PB2212170990;CV 6274/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;RELATOR GERAL;2017;30/12/2017;30/12/2017;11/07/2022;SIM;Em execução;2;1;14/12/2020;500000;271471.91;326860.47;0;100000;128528.09;0;0
PB;NAZAREZINHO;PB1312034970;;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2003;26/12/2003;26/12/2003;25/11/2009;NÃO;Não iniciada - Licitação não concluída;0;2;;149973.71;0;149998.6;0;0;0;0;0
PB;NAZAREZINHO;PB0404137109;TC/PAC 0605/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;07/05/2014;07/05/2014;31/03/2022;NÃO;Em execução;3;1;18/12/2019;3415685.5;683137.1;3415685.5;0;683137.1;1024705.65;1024705.65;0
PB;NOVA FLORESTA;PB0404113053;CV 0057/11;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;NÃO;;2011;30/12/2011;30/12/2011;17/06/2017;NÃO;EM EXECUÇÃO;1;0;27/06/2012;113295.05;0;231240.09;0;113295.05;0;0;0
PB;NOVA FLORESTA;PB3011179627;CV 2320/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
PB;NOVA FLORESTA;PB2305123781;EP 0018/12;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2012;01/08/2012;04/07/2012;;NÃO;Não iniciada - Licitação não concluída;0;1;;0;0;1430000;0;0;0;0;0
PB;NOVA OLINDA;PB1207171271;CV 1212/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;30/12/2017;30/12/2017;12/01/2023;SIM;Em execução;2;2;18/08/2021;100000;1598.19;492009.04;17160.65;81241.16;0;0;0
PB;NOVA OLINDA;PB2911177265;CV 2562/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;30/09/2017;30/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
PB;NOVA PALMEIRA;PB1307172053;CV 0766/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;INDETERMINADO;;;;60000;60000;305000;;;;;
PB;NOVA PALMEIRA;PB1505141428;CV 0117/14;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;WELLINGTON ROBERTO;2014;09/12/2014;09/12/2014;09/12/2018;NÃO;Em execução;1;1;26/11/2018;150000;0;306135;0;150000;0;0;0
PB;OLHO D'ÁGUA;PB0312170251;CV 2063/17;SANB;7656 - SANEAMENTO RURAL;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;1;2;14/12/2020;250000;215949.67;170251.67;0;34050.33;0;0;0
PB;OLHO D'ÁGUA;PB3011178940;CV 2886/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;28/09/2017;28/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
PB;OLHO D'ÁGUA;PB2110093862;TC/PAC 0469/09;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2009;31/12/2009;31/12/2009;26/06/2013;NÃO;EM EXECUÇÃO;3;0;02/04/2013;400000;0;412371.12;0;80000;319389.7;0;0
PB;OLHO D'ÁGUA;PB1207171411;CV 1024/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;2;2;04/03/2020;350000;250000;370430;18661.78;81338.22;0;0;0
PB;OLHO D'ÁGUA;PB1207171384;CV 0618/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;2;2;04/03/2020;350000;250000;372170;17160.65;82839.35;0;0;0
PB;OLIVEDOS;PB0308174160;CV 0225/17;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;SIM;ROMULO GOUVEIA;2017;30/12/2017;30/12/2017;;NÃO;NÃO INICIADA;0;1;;;;102000;0;0;0;0;0
PB;OLIVEDOS;PB2807173423;CV 0622/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;2;1;13/10/2021;350000;116628.61;337388.35;0;100000;133371.39;0;0
PB;OLIVEDOS;PB2308176111;CV 5382/17;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2017;29/12/2017;29/12/2017;31/03/2021;NÃO;Em execução;1;0;26/12/2019;240000;0;264000;0;240000;0;0;0
PB;OLIVEDOS;PB1107170743;CV 0451/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;2;1;30/12/2021;275310;0;398008.7;0;78660;196650;0;0
PB;OURO VELHO;PB0308174165;CV 0251/17;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;SIM;ROMULO GOUVEIA;2017;30/12/2017;30/12/2017;;NÃO;NÃO INICIADA;0;2;;;;100500;0;0;0;0;0
PB;OURO VELHO;PB0912203048;CV 0677/20;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;1;;700000;700000;727996.54;0;0;0;0;0
PB;PARARI;PB0404137079;TC/PAC 0602/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;07/05/2014;07/05/2014;30/05/2022;SIM;Em execução;4;0;19/05/2020;2771164.58;83062.11;2688102.47;0;554232.92;831349.37;831349.37;471170.81
PB;PARARI;PB2807173492;CV 0621/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;3;2;03/08/2021;1947990.24;973995.12;2434987.81;0;486997.56;486997.56;0;0
PB;PATOS;PB2212089360;CV 0570/08;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;BANCADA DA PARAIBA;2008;31/12/2008;31/12/2008;30/06/2017;NÃO;Paralisada;4;0;26/03/2015;16000000;0;16842419.95;0;4799988.63;3199992.42;3199992.42;4799988.63
PB;PATOS;PB2911177252;CV 2515/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;30/09/2017;30/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;200000;0;0;0;0;0
PB;PATOS;PB2807173671;CV 0620/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;INDETERMINADO;0;4;;197359.48;197359.48;986797.41;0;0;0;0;0
PB;PAULISTA;PB0512182252;CV 2213/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/12/2018;31/12/2018;31/12/2023;SIM;Em execução;0;3;;100000;100000;484889.45;0;0;0;0;0
PB;PAULISTA;PB3011178069;CV 2956/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
PB;PEDRA BRANCA;PB0912203051;CV 0680/20;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;2;;1000000;1000000;1000000;0;0;0;0;0
PB;PEDRA LAVRADA;PB0304180115;CV 0113/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/05/2018;01/06/2018;01/05/2022;SIM;Não iniciada - Licitação não concluída;1;3;24/12/2018;100000;85000;500600;15000;0;0;0;0
PB;PEDRA LAVRADA;PB2911130318;CV 0074/13;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;EFRAIM FILHO;2013;31/12/2013;31/12/2013;31/03/2022;NÃO;Em execução;2;0;28/01/2020;300000;0;299991.59;0;150000;143868.59;0;0
PB;PEDRA LAVRADA;PB1709108756;CV 0174/10;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2010;31/12/2010;31/12/2010;20/02/2015;NÃO;EM EXECUÇÃO;2;1;11/09/2014;300000;0;306122.45;0;150000;150000;0;0
PB;PEDRA LAVRADA;PB1111113204;CV 0199/11;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;EFRAIM FILHO;2011;30/12/2011;30/12/2011;02/03/2019;NÃO;Não iniciada - Licitação não concluída;0;3;;0;0;714285.71;0;0;0;0;0
PB;PEDRA LAVRADA;PB0407089459;CV 0444/08;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;EFRAIM DE ARAUJO MORAIS FILHO;2008;31/12/2008;31/12/2008;23/12/2012;NÃO;Em execução - Reiniciada;3;1;08/12/2011;500000;0;516297.21;0;0;250000;0;0
PB;PEDRA LAVRADA;PB0308174162;CV 0227/17;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;SIM;ROMULO GOUVEIA;2017;30/12/2017;30/12/2017;;NÃO;NÃO INICIADA;0;2;;;;100500;0;0;0;0;0
PB;PEDRAS DE FOGO;PB1912166320;CV 0501/16;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;DAMIAO FELICIANO;2016;30/12/2016;30/12/2016;25/11/2022;SIM;Em execução;1;1;16/02/2022;391925;195962.5;400400.95;0;195962.5;0;0;0
PB;PEDRAS DE FOGO;PB2812171210;CV 6563/17;SANB;7656 - SANEAMENTO RURAL;NÃO;;2017;30/12/2017;30/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;0;0;1001000;0;0;0;0;0
PB;PEDRO RÉGIS;PB0408174186;CV 0210/17;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;SIM;ROMULO GOUVEIA;2017;30/12/2017;30/12/2017;;NÃO;NÃO INICIADA;0;2;;;;100500;0;0;0;0;0
PB;PEDRO RÉGIS;PB2812166532;CV 0572/16;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;COMISSAO DE ASSUNTOS SOCIAIS - CAS;2016;30/12/2016;30/12/2016;25/11/2021;NÃO;Em execução;1;1;28/02/2020;333000;0;333500;0;166500;0;0;0
PB;PEDRO RÉGIS;PB1405141355;CV 0112/14;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;RUY CARNEIRO;2014;09/12/2014;09/12/2014;06/12/2022;SIM;Em execução;1;1;30/08/2017;350000;175000;350360;0;175000;0;0;0
PB;PEDRO RÉGIS;PB1307171987;CV 1130/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;1;2;26/12/2019;350000;250000;500000;0;100000;0;0;0
PB;PIANCÓ;PB1212083656;CV 0528/08;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;BANCADA DA PARAIBA;2008;31/12/2008;31/12/2008;04/06/2022;SIM;Em execução;2;2;09/10/2020;25907348;12953674.02;26708606.14;0;7772204.39;5181469.59;0;0
PB;PIANCÓ;PB3011178934;CV 2880/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;28/09/2017;28/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
PB;PIANCÓ;PB2611073933;TC/PAC 1534/08;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2008;31/12/2008;31/12/2008;22/10/2014;NÃO;EM EXECUÇÃO;3;1;28/02/2014;800000;0;824742.27;0;320000;480000;0;0
PB;PICUÍ;PB3011179437;CV 3085/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;146115;0;0;0;0;0
PB;PILAR;PB1107170860;CV 1159/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;3;1;23/10/2020;500000;144958.29;499428.43;18139.39;96372.12;240530.2;0;0
PB;PILÕES;PB2911177063;CV 3678/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
PB;PIRPIRITUBA;PB0408174184;CV 0208/17;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;SIM;ROMULO GOUVEIA;2017;30/12/2017;30/12/2017;31/12/2022;SIM;NÃO INICIADA;0;3;;100000;100000;100101;0;0;0;0;0
PB;PIRPIRITUBA;PB1307171900;CV 1748/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;INDETERMINADO;;;;100000;100000;500000;;;;;
PB;PIRPIRITUBA;PB1108174573;CV 0947/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;INDETERMINADO;;;;144263.07;144263.07;721315.36;;;;;
PB;POCINHOS;PB0308174168;CV 0254/17;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;SIM;ROMULO GOUVEIA;2017;30/12/2017;30/12/2017;;NÃO;NÃO INICIADA;0;1;;;;102000;0;0;0;0;0
PB;POCINHOS;PB1207171074;CV 5376/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;1;2;18/12/2019;280000;200000;408000;0;80000;0;0;0
PB;POÇO DANTAS;PB0412125069;CV 0259/12;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2012;28/12/2012;28/12/2012;25/04/2023;SIM;Em execução;2;2;28/12/2020;4178000;2163949.07;4111147.04;0;1253400;760650.93;0;0
PB;POÇO DANTAS;PB1012125160;EP 0336/12;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;BANCADA DA PARAIBA;2012;31/12/2012;31/12/2012;31/03/2021;NÃO;Em execução;2;0;04/06/2019;800000;0;816500;0;400000;400000;0;0
PB;POÇO DE JOSÉ DE MOURA;PB0304180091;CV 0089/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/05/2018;01/06/2018;01/05/2022;SIM;Não iniciada - Licitação não concluída;1;4;06/07/2018;160000;148000;800000;12000;0;0;0;0
PB;POÇO DE JOSÉ DE MOURA;PB2911177199;CV 3239/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;28/09/2017;28/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
PB;POÇO DE JOSÉ DE MOURA;PB2807173404;CV 0804/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;30/12/2017;29/12/2017;12/01/2023;SIM;INDETERMINADO;;;;197359.48;197359.48;986797.41;;;;;
PB;POMBAL;PB0507067921;CV 2157/06;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DA PARAIBA;2006;30/06/2006;30/06/2006;06/05/2014;NÃO;EM EXECUÇÃO;2;1;12/06/2013;256891;0;269735.55;0;0;256891;0;0
PB;POMBAL;PB2811077356;TC/PAC 0315/08;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2008;31/12/2008;31/12/2008;13/04/2013;NÃO;EM EXECUÇÃO;6;1;09/11/2011;1450000;0;1526318.03;0;0;1015000;435000;0
PB;POMBAL;PB2208175568;CV 1513/17;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2017;29/12/2017;29/12/2017;29/09/2020;NÃO;Em execução;1;0;25/11/2019;240000;0;394000;0;240000;0;0;0
PB;POMBAL;PB1410130151;EP 0359/13;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;LUIZ COUTO;2013;31/12/2013;31/12/2013;25/06/2019;NÃO;Em execução;2;0;24/04/2017;250000;0;255110;0;125000;125000;0;0
PB;PRATA;PB0703123829;CV 0108/12;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;NÃO;;2012;28/12/2012;28/12/2012;01/11/2015;NÃO;Em execução;2;0;23/04/2015;140805.99;0;143679.59;0;70403;70402.99;0;0
PB;PRATA;PB2612130667;;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2013;18/09/2013;18/09/2013;31/12/2015;NÃO;Não iniciada - Licitação não concluída;;;;;;2000000;;;;;
PB;PRATA;PB1905170218;CV 0105/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;JOSE MARANHAO;2017;30/12/2017;30/12/2017;12/01/2023;SIM;Em execução;2;1;16/02/2022;359768;183174.45;252789.78;0;71953.6;104639.95;0;0
PB;PRATA;PB1307171851;CV 0501/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;3;1;18/05/2021;350000;6261.78;487476.44;18139.37;81860.63;243738.22;0;0
PB;PRINCESA ISABEL;PB0112171023;CV 3490/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
PB;PRINCESA ISABEL;PB3011178953;CV 1888/17;SANB;7656 - SANEAMENTO RURAL;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;1;2;18/05/2021;250000;208204.13;236216.97;0;41795.87;0;0;0
PB;PRINCESA ISABEL;PB2807173468;CV 0843/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;11/01/2023;SIM;Em execução;1;2;18/12/2020;429258.34;306613.1;689136.26;0;122645.24;0;0;0
PB;PRINCESA ISABEL;PB2308176118;CV 1846/17;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2017;29/12/2017;29/12/2017;29/09/2020;NÃO;Em execução;1;0;04/12/2018;240000;0;240000;0;240000;0;0;0
PB;PRINCESA ISABEL;PB0811130287;EP 0044/13;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2013;31/12/2013;31/12/2013;;NÃO;Não iniciada - Licitação não concluída;0;1;;0;0;510205;0;0;0;0;0
PB;PRINCESA ISABEL;PB0304180324;CV 0313/18;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;SIM;RELATOR GERAL;2018;31/05/2018;01/06/2018;01/05/2022;SIM;Em execução;2;3;11/02/2022;2000000;1938661.1;9846652.74;0;1969330.54;1969330.54;0;0
PB;QUIXABÁ;PB0504138898;TC/PAC 0641/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;29/05/2014;29/05/2014;06/09/2022;SIM;Em execução;3;1;14/06/2021;2882356.02;1102676.21;2224599.76;0;576471.2;864706.81;338501.8;0
PB;QUIXABÁ;PB2911177276;CV 2573/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;30/09/2017;30/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
PB;REMÍGIO;PB2205170450;CV 0113/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;SIM;DAMIAO FELICIANO;2017;30/12/2017;30/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;0;0;250500;0;0;0;0;0
PB;REMÍGIO;PB3011178040;CV 3096/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
PB;RIACHÃO;PB0504137376;TC/PAC 0610/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;07/05/2014;07/05/2014;31/12/2023;SIM;Em execução;0;4;;2728206.64;2728206.64;3410258.3;0;0;0;0;0
PB;RIACHÃO;PB3011179538;CV 2441/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/12/2017;01/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
PB;RIACHÃO DO BACAMARTE;PB1509101904;CV 0455/10;PMSB;PLANOS MUNICIPAIS DE SANEAMENTO BÁSICO;NÃO;;2010;30/12/2010;30/12/2010;29/12/2013;NÃO;EM EXECUÇÃO;1;0;06/08/2013;75000;0;146879.2;0;75000;0;0;0
PB;RIACHO DE SANTO ANTÔNIO;PB0305162466;CV 0105/16;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;SIM;PEDRO CUNHA LIMA;2016;30/12/2016;30/12/2016;11/10/2022;SIM;Não iniciada - Licitação não concluída;0;2;;400000;400000;419206.45;0;0;0;0;0
PB;RIACHO DE SANTO ANTÔNIO;PB1409101840;CV 0456/10;PMSB;PLANOS MUNICIPAIS DE SANEAMENTO BÁSICO;NÃO;;2010;30/12/2010;30/12/2010;25/12/2019;NÃO;Em execução;2;0;05/09/2018;150000;0;154000;0;75000;75000;0;0
PB;RIACHO DE SANTO ANTÔNIO;PB0912203208;CV 0836/20;URBRES;SISTEMAS PÚBLICO DE MANEJO DE RESÍDUOS SÓLIDOS;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Em execução;1;0;24/12/2021;500000;142714.57;358000;0;357285.43;0;0;0
PB;RIACHO DE SANTO ANTÔNIO;PB0512182224;CV 2186/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/12/2018;31/12/2018;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;4;;60000;60000;300500;0;0;0;0;0
PB;RIACHO DOS CAVALOS;PB0504138779;TC/PAC 0636/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;29/05/2014;29/05/2014;31/03/2021;NÃO;Em execução;4;0;07/04/2020;2576396.3;0;2576396.3;0;515279.26;772918.89;772918.89;515279.26
PB;RIACHO DOS CAVALOS;PB3011178087;CV 3002/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
PB;RIACHO DOS CAVALOS;PB2212170991;CV 6377/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;RELATOR GERAL;2017;30/12/2017;30/12/2017;11/01/2023;SIM;Em execução;2;3;24/05/2021;4500000;3670214.47;4153534.83;221378.58;608406.95;0;0;0
PB;RIACHO DOS CAVALOS;PB1812125145;EP 0332/12;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2012;31/12/2012;31/12/2012;;NÃO;Não iniciada - Licitação não concluída;0;2;;0;0;510210;0;0;0;0;0
PB;RIACHO DOS CAVALOS;PB1207171110;CV 0802/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;3;1;28/12/2020;426887.5;109926.86;426887.5;18139.39;81860.61;216960.64;0;0
