CODIGO_IBGE_UF;UF;COD_IBGE_MUN;MUNICIPIO;ACAO;SIGLA_ACAO;CODIGO_PLANO_TRABALHO;NUMERO_INSTRUMENTO;NUMERO_PROPOSTA_SICONV;NUMERO_CONVENIO_SICONV;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR; VALOR_EMPREENDIMENTO ; VALOR_CONTRAPARTIDA ;DATA_ASSINATURA_CONVENIO;ANO;DATA_ASSINATURA_CONVENIO;DATA_INICIO_VIGENCIA;DATA_TERMINO_VIGENCIA;VIGENTE;SITUACAO_DA_OBRA;PERCENTUAL_DA_OBRA; VALOR_PAGO ;PARCELAS_PAGAS;PARCELAS_A_PAGAR;DT_ULTIMO_PAGAMENTO; VALOR_TOTAL_EMPENHO ; VALOR_SALDO_EMPENHO ; VALOR_TOTAL_PROJETO ; VALOR_PAGO_PARCELA_0 ; VALOR_PAGO_PARCELA_1 ; VALOR_PAGO_PARCELA_2 ; VALOR_PAGO_PARCELA_3 ; VALOR_PAGO_PARCELA_4 ; VALOR_PAGO_PARCELA_5 ;DIAS_VIGÊNCIA;POPULAÇÃO;FIRJAN
50;MS;5006903;PORTO MURTINHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS1012033327;CV 0406/03;;;NÃO;;700.000,01;21.210,00;22/12/2003;2003;22/12/2003;22/12/2003;18/01/2009;NÃO;CONCLUÍDA;100;685.789,99;0;2;;685.789,99; -   ;700.000,01; -   ; -   ; -   ; -   ; -   ; -   ;1854;17298;0,794347738
26;PE;2605905;GAMELEIRA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2602044715;CV 1303/03;;;NÃO;;107.530,09;4.853,21;26/12/2003;2003;26/12/2003;26/12/2003;29/03/2008;NÃO;Não iniciada - Licitação não concluída;0;72.774,08;0;1;;103.968,00; -   ;107.530,09; -   ; -   ; -   ; -   ; -   ; -   ;1555;31318;0,162392035
22;PI;2207801;PAULISTANA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI1912061095;CV 2834/06;;;NÃO;;3.090.000,00;90.000,00;15/12/2006;2006;15/12/2006;15/12/2006;03/02/2012;NÃO;Concluída com etapa útil e com pendência;97,09;3.000.000,00;4;2;02/02/2010;3.000.000,00; -   ;3.090.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1876;20554;0,535185102
32;ES;3201506;COLATINA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;ES2506045180;CV 0760/04;;;NÃO;;134.545,00;16.516,50;28/06/2004;2004;28/06/2004;28/06/2004;30/05/2012;NÃO;Concluída com etapa útil e sem pendência;100;119.983,47;0;1;;120.000,00; -   ;134.545,00; -   ; -   ; -   ; -   ; -   ; -   ;2893;123400;0,809013164
29;BA;2912202;IBICOARA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA0706042585;CV 1704/04;;;NÃO;;630.631,58;49.065,12;27/12/2004;2004;27/12/2004;27/12/2004;06/06/2009;NÃO;Encerrada sem etapa útil;59;599.944,46;0;1;;600.000,00; -   ;630.631,58; -   ; -   ; -   ; -   ; -   ; -   ;1622;19786;0,397998547
33;RJ;3300902;CAMBUCI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ0401065997;CV 0199/05;;;SIM;ROBERTO SATURNINO;213.840,00;16.000,00;16/12/2005;2005;16/12/2005;16/12/2005;09/10/2008;NÃO;CONCLUÍDA;100;160.000,00;0;1;;200.000,00; -   ;213.840,00; -   ; -   ; -   ; -   ; -   ; -   ;1028;15514;nd
23;CE;2309904;PACUJÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE0306042940;CV 1763/04;;;NÃO;;128.172,90;9.514,92;27/12/2004;2004;27/12/2004;27/12/2004;28/10/2009;NÃO;Concluída com etapa útil e sem pendência;100;119.939,76;0;1;;120.000,00; -   ;128.172,90; -   ; -   ; -   ; -   ; -   ; -   ;1766;6549;0,612223734
41;PR;4106704;CRUZEIRO DO SUL;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1207113966;TC/PAC 0008/12;;;NÃO;;2.612.631,49; -   ;27/02/2012;2012;27/02/2012;27/02/2012;15/08/2018;NÃO;Encerrada sem etapa útil;35;1.045.052,60;1;2;09/03/2012;1.045.052,60; -   ;2.612.631,49; -   ;1.045.052,60; -   ; -   ; -   ; -   ;2361;4449;nd
41;PR;4128807;XAMBRÊ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1507110812;TC/PAC 0018/12;;;NÃO;;6.564.570,45; -   ;27/02/2012;2012;27/02/2012;27/02/2012;23/09/2021;NÃO;Concluída com etapa útil e com pendência;100;6.564.570,45;5;1;28/12/2016;6.564.570,45; -   ;6.564.570,45; -   ;2.688.191,60;1.312.914,09;1.312.914,09;1.250.550,67; -   ;3496;5630;0,581623643
29;BA;2916500;ITAPICURU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA0312059420;CV 1023/05;;;NÃO;;300.000,00;15.450,00;19/12/2005;2005;19/12/2005;19/12/2005;29/10/2009;NÃO;CONCLUÍDA;100;293.550,00;0;2;;293.550,00; -   ;300.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1410;35883;0,25
51;MT;5106109;NOSSA SENHORA DO LIVRAMENTO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MT0107096390;CV 0034/09;45006/2009;704950/2009;SIM;THELMA DE OLIVEIRA;2.061.855,67;61.855,67;31/12/2009;2009;31/12/2009;31/12/2009;30/10/2021;NÃO;Encerrada sem etapa útil;69,05;2.000.000,00;3;0;30/12/2013;2.000.000,00; -   ;2.061.855,67; -   ;800.000,00;600.000,00;600.000,00; -   ; -   ;4321;13104;0,660639953
31;MG;3163508;SÃO JOSÉ DO JACURI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0304136366;TC/PAC 0353/14;;;NÃO;;4.333.205,72; -   ;18/06/2014;2014;18/06/2014;18/06/2014;30/12/2023;SIM;Paralisada;74,31;4.333.205,72;4;0;21/12/2020;4.333.205,72; -   ;4.333.205,72; -   ;936.051,79;1.033.587,17;1.240.304,61;1.123.262,15; -   ;3482;6431;0,433592071
31;MG;3116506;CLARO DOS POÇÕES;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0504137382;TC/PAC 0523/14;;;NÃO;;5.825.685,46; -   ;07/05/2014;2014;07/05/2014;07/05/2014;21/04/2023;SIM;Em execução;78;5.825.685,46;4;0;09/12/2021;5.825.685,46; -   ;5.825.685,46; -   ;1.165.137,09;1.747.705,64;1.747.705,64;1.165.137,09; -   ;3271;7514;0,59261279
14;RR;1400282;IRACEMA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RR0504138488;TC/PAC 0424/14;;;NÃO;;3.633.441,81; -   ;07/05/2014;2014;07/05/2014;07/05/2014;30/10/2018;NÃO;Concluída com etapa útil e com pendência;91,14;3.633.441,81;4;0;13/04/2018;3.633.441,81; -   ;3.633.441,81; -   ;726.688,36;1.090.032,54;1.090.032,54;726.688,37; -   ;1637;12296;nd
31;MG;3146305;PADRE PARAÍSO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0504137858;TC/PAC 0538/14;;;NÃO;;4.994.556,15; -   ;07/05/2014;2014;07/05/2014;07/05/2014;31/03/2021;NÃO;Concluída com etapa útil e sem pendência;99,14;4.994.556,14;4;0;13/05/2019;4.994.556,14; -   ;4.994.556,15; -   ;999.999,17;1.499.998,76;1.499.998,76;994.559,45; -   ;2520;20252;0,560110279
23;CE;2306900;JAGUARIBE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE2306066293;CV 1059/06;;;SIM;ANTONIO CAMBRAIA;283.500,00;13.500,00;20/06/2006;2006;20/06/2006;20/06/2006;28/08/2008;NÃO;CONCLUÍDA;100;270.000,00;3;1;29/08/2007;270.000,00; -   ;283.500,00; -   ; -   ; -   ; -   ; -   ; -   ;800;34636;0,398659875
31;MG;3168309;TAQUARAÇU DE MINAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0312054250;CV 1155/05;;;NÃO;;306.178,36;9.278,36;15/12/2005;2005;15/12/2005;15/12/2005;20/05/2011;NÃO;CONCLUÍDA;0;60.000,00;1;0;23/02/2010;300.000,00; -   ;306.178,36; -   ;60.000,00; -   ; -   ; -   ; -   ;1982;4099;0,521195925
26;PE;2613206;SÃO JOÃO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2906043859;CV 0847/04;;;NÃO;;190.054,22;36.561,57;28/06/2004;2004;28/06/2004;28/06/2004;28/07/2013;NÃO;Encerrada sem etapa útil;75;124.541,39;0;1;;160.000,00; -   ;190.054,22; -   ; -   ; -   ; -   ; -   ; -   ;3317;22899;0,058991869
24;RN;2408102;NATAL;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN0309041718;CV 1060/04;;;NÃO;;2.937.868,29;307.904,66;27/12/2004;2004;27/12/2004;27/12/2004;04/12/2009;NÃO;Não Executada;0;2.163.888,90;0;3;;2.845.600,00; -   ;2.937.868,29; -   ; -   ; -   ; -   ; -   ; -   ;1803;890480;0,533752982
25;PB;2508000;JURU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0512055656;CV 1763/05;;;SIM;BANCADA DA PARAIBA;204.123,71;6.185,57;19/12/2005;2005;19/12/2005;19/12/2005;23/07/2012;NÃO;CONCLUÍDA;100;200.000,00;2;1;10/04/2012;200.000,00; -   ;204.123,71; -   ;60.000,00;100.000,00; -   ; -   ; -   ;2408;9849;0,391755117
16;AP;1600600;SANTANA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AP1807069143;CV 0400/06;;;NÃO;;1.050.000,00;50.000,00;28/06/2006;2006;28/06/2006;28/06/2006;03/10/2009;NÃO;CONCLUÍDA;0;1.000.000,00;3;1;03/10/2008;1.000.000,00; -   ;1.050.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1193;123096;nd
50;MS;5002704;CAMPO GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0603135280;TC/PAC 0387/14;;;NÃO;;5.736.450,40;593.607,89;09/09/2014;2014;09/09/2014;09/09/2014;31/03/2021;NÃO;Concluída com etapa útil e sem pendência;97,92;5.142.842,51;4;0;27/02/2020;5.669.677,72; -   ;5.736.450,40; -   ;1.133.895,54;1.700.843,32;1.700.843,32;607.260,33; -   ;2395;906092;0,584300073
25;PB;2516706;TEIXEIRA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB2812032370;CV 0353/03;;;NÃO;;760.076,77;7.676,77;22/12/2003;2003;22/12/2003;22/12/2003;31/12/2009;NÃO;Encerrada sem etapa útil;87,45;608.000,00;0;2;;760.758,00; -   ;760.076,77; -   ; -   ; -   ; -   ; -   ; -   ;2201;15248;0,350364075
26;PE;2609154;MANARI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2911073680;TC/PAC 0551/07;;;NÃO;;1.870.726,27;70.726,27;31/12/2007;2007;31/12/2007;31/12/2007;04/04/2023;SIM;Paralisada;70;1.260.000,00;2;2;21/12/2012;1.800.000,00;540.000,00;1.870.726,27; -   ;720.000,00;540.000,00; -   ; -   ; -   ;5573;21776;0,197234681
24;RN;2414001;TANGARÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN2511021860;CV 0844/02;;;NÃO;;306.953,31;30.972,69;14/12/2002;2002;14/12/2002;14/12/2002;18/03/2005;NÃO;Encerrada sem etapa útil;65;278.754,22;0;1;;278.754,22; -   ;306.953,31; -   ; -   ; -   ; -   ; -   ; -   ;825;15869;0,335271933
25;PB;2513968;SÃO DOMINGOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB2506042960;CV 0660/04;;;NÃO;;119.134,02;4.294,50;28/06/2004;2004;28/06/2004;28/06/2004;07/12/2010;NÃO;CONCLUÍDA;86,5;115.999,52;0;1;;116.000,00; -   ;119.134,02; -   ; -   ; -   ; -   ; -   ; -   ;2353;3097;0,523285237
50;MS;5002159;BODOQUENA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0511094136;TC/PAC 0672/09;;;NÃO;;2.243.760,00;43.760,00;31/12/2009;2009;31/12/2009;31/12/2009;21/09/2013;NÃO;CONCLUÍDA;100;2.200.000,00;3;1;19/03/2013;2.200.000,00; -   ;2.243.760,00; -   ;880.000,00;1.320.000,00; -   ; -   ; -   ;1360;7838;0,621380964
22;PI;2200301;ALTO LONGÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI2306066652;CV 0890/06;;;NÃO;;1.030.927,60;30.927,60;20/06/2006;2006;20/06/2006;20/06/2006;17/04/2009;NÃO;Não Executada;0;1.000.000,00;3;1;17/04/2008;1.000.000,00; -   ;1.030.927,60; -   ; -   ; -   ; -   ; -   ; -   ;1032;14339;0,506135611
29;BA;2930766;SÍTIO DO QUINTO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA0512182217;CV 2179/18;63563/2018;880563/2018;SIM;RELATOR GERAL;7.612.500,00;112.500,00;31/12/2018;2018;31/12/2018;31/12/2018;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;375.000,00;1;5;13/11/2019;1.500.000,00;1.125.000,00;7.612.500,00;375.000,00; -   ; -   ; -   ; -   ; -   ;1826;9701;0,306824752
43;RS;4314902;PORTO ALEGRE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS1207113996;TC/PAC 0152/12;;;NÃO;;7.000.000,00; -   ;29/03/2012;2012;29/03/2012;29/03/2012;29/03/2023;SIM;Em execução;0,4;2.100.000,00;1;3;20/04/2012;6.233.500,00;4.133.500,00;7.000.000,00; -   ;2.100.000,00; -   ; -   ; -   ; -   ;4017;1488252;0,738192243
29;BA;2924009;PAULO AFONSO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA2911027557;CV 1253/02;;;NÃO;;494.200,00;14.218,44;17/12/2002;2002;17/12/2002;17/12/2002;16/12/2004;NÃO;CANCELADA;0; -   ;0;1;; -   ; -   ;494.200,00; -   ; -   ; -   ; -   ; -   ; -   ;730;118516;0,646341559
25;PB;2513968;SÃO DOMINGOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0512051171;CV 1767/05;;;SIM;BANCADA DA PARAIBA;204.138,00;6.200,00;19/12/2005;2005;19/12/2005;19/12/2005;23/11/2012;NÃO;Não Executada;0;100.000,00;1;0;10/03/2011;200.000,00; -   ;204.138,00; -   ;100.000,00; -   ; -   ; -   ; -   ;2531;3097;0,523285237
41;PR;4112405;JAPURÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1407115609;TC/PAC 0334/11;;;NÃO;;3.305.867,81; -   ;21/12/2011;2011;21/12/2011;21/12/2011;07/09/2017;NÃO;Concluída com etapa útil e com pendência;100;3.305.867,81;4;0;13/11/2015;3.305.867,81; -   ;3.305.867,81; -   ;991.760,34;661.173,56;661.173,56;991.760,35; -   ;2087;9500;0,723716623
23;CE;2304400;FORTALEZA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE0406043060;CV 1023/04;;;NÃO;;4.832.222,48;507.603,02;01/07/2004;2004;01/07/2004;01/07/2004;26/12/2009;NÃO;CONCLUÍDA;100;4.373.195,22;0;3;;3.594.800,00; -   ;4.832.222,48; -   ; -   ; -   ; -   ; -   ; -   ;2004;2686612;0,810892293
43;RS;4313391;NOVO CABRAIS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS1012032010;CV 0528/03;;;NÃO;;322.357,67;52.092,39;22/12/2003;2003;22/12/2003;22/12/2003;30/12/2011;NÃO;CONCLUÍDA;100;273.485,07;7;0;27/11/2009;273.485,07; -   ;322.357,67; -   ;273.485,07; -   ; -   ; -   ; -   ;2930;4222;0,547140085
24;RN;2401800;BREJINHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN0412052417;CV 0743/05;;;NÃO;;424.713,05;29.196,05;15/12/2005;2005;15/12/2005;15/12/2005;29/06/2010;NÃO;CONCLUÍDA;100;400.000,00;0;1;;400.000,00; -   ;424.713,05; -   ; -   ; -   ; -   ; -   ; -   ;1657;12787;0,349529063
52;GO;5203500;BOM JESUS DE GOIÁS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO2306066919;CV 0600/06;;;NÃO;;515.000,00;15.000,00;20/06/2006;2006;20/06/2006;20/06/2006;17/12/2009;NÃO;Concluída com etapa útil e sem pendência;100;500.000,00;3;1;21/08/2009;500.000,00; -   ;515.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1276;25648;0,718466697
33;RJ;3303609;PARACAMBI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ1711022980;CV 1613/02;;;NÃO;;983.706,40;98.524,98;20/12/2002;2002;20/12/2002;20/12/2002;12/06/2005;NÃO;CONCLUÍDA;100;886.724,84;0;1;;532.035,00; -   ;983.706,40; -   ; -   ; -   ; -   ; -   ; -   ;905;52683;0,273445696
42;SC;4205308;FAXINAL DOS GUEDES;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC3006051890;CV 0245/05;;;SIM;MAURO PASSOS;206.049,21;107.563,47;20/12/2005;2005;20/12/2005;20/12/2005;13/08/2008;NÃO;Não Executada;61,9;80.000,00;0;1;;100.000,00; -   ;206.049,21; -   ; -   ; -   ; -   ; -   ; -   ;967;10649;0,792464727
52;GO;5207501;ESTRELA DO NORTE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO0509064932;CV 1346/05;;;SIM;NEYDE APARECIDA;1.559.201,00;69.283,72;20/12/2005;2005;20/12/2005;20/12/2005;17/07/2009;NÃO;Encerrada sem etapa útil;58,9;1.499.996,48;0;1;;1.499.996,48; -   ;1.559.201,00; -   ; -   ; -   ; -   ; -   ; -   ;1305;3264;0,27695761
25;PB;2501302;AROEIRAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0507042978;CV 1260/04;;;NÃO;;81.004,23;2.474,23;01/07/2004;2004;01/07/2004;01/07/2004;27/08/2009;NÃO;Encerrada sem etapa útil;0;64.000,00;0;1;;80.000,00; -   ;81.004,23; -   ; -   ; -   ; -   ; -   ; -   ;1883;19116;0,464150458
25;PB;2506202;FREI MARTINHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB2810042843;CV 2023/04;;;NÃO;;50.000,00;1.597,94;23/12/2004;2004;23/12/2004;23/12/2004;27/02/2010;NÃO;Concluída com etapa útil e sem pendência;100;49.948,45;0;1;;50.000,00; -   ;50.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1892;2989;0,34415263
50;MS;5005004;JARDIM;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0312054359;CV 1164/05;;;NÃO;;700.000,00;21.210,00;20/12/2005;2005;20/12/2005;20/12/2005;30/05/2009;NÃO;Concluída com etapa útil e sem pendência;100;685.790,00;0;1;;700.000,00; -   ;700.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1257;26238;0,406151856
50;MS;5002407;CAARAPÓ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS2402053746;CV 2042/04;;;NÃO;;174.177,78;17.795,56;23/12/2004;2004;23/12/2004;23/12/2004;16/04/2008;NÃO;Concluída com etapa útil e sem pendência;98;159.982,22;0;1;;160.000,00; -   ;174.177,78; -   ; -   ; -   ; -   ; -   ; -   ;1210;30593;0,632824399
11;RO;1100106;GUAJARÁ-MIRIM;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RO0412052571;CV 0745/05;;;NÃO;;1.022.181,39;52.631,59;16/12/2005;2005;16/12/2005;16/12/2005;01/02/2010;NÃO;CONCLUÍDA;100;2.100.000,00;0;1;;2.100.000,00; -   ;1.022.181,39; -   ; -   ; -   ; -   ; -   ; -   ;1508;46556;0,397033838
22;PI;2200202;ÁGUA BRANCA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI1507111965;TC/PAC 0026/12;;;NÃO;;9.995.652,25; -   ;27/02/2012;2012;27/02/2012;27/02/2012;26/02/2016;NÃO;Concluída com etapa útil e sem pendência;100;9.995.652,25;5;0;10/09/2014;9.995.652,25; -   ;9.995.652,25; -   ;2.998.695,68;1.999.130,45;1.999.130,45;2.998.695,67; -   ;1460;17470;0,47966597
23;CE;2301208;ARACOIABA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE0504138645;TC/PAC 0664/14;;;NÃO;;8.349.400,16; -   ;07/05/2014;2014;07/05/2014;07/05/2014;31/03/2021;NÃO;Em execução;72,07;8.349.400,16;7;0;31/01/2018;8.349.400,16; -   ;8.349.400,16; -   ;1.669.880,03;2.504.820,05;2.504.820,05;1.669.880,03; -   ;2520;26535;0,212387154
50;MS;5002704;CAMPO GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0207112315;TC/PAC 0414/11;;;NÃO;;3.350.985,62; -   ;21/12/2011;2011;21/12/2011;21/12/2011;20/05/2015;NÃO;Concluída com etapa útil e sem pendência;100;3.449.586,34;4;0;27/10/2014;3.449.586,34; -   ;3.350.985,62; -   ;1.034.875,90;689.917,27;689.917,27;1.034.875,90; -   ;1246;906092;0,584300073
12;AC;1200401;RIO BRANCO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AC0406080066;TC/PAC 1086/08;;;NÃO;;1.200.000,00;120.000,00;31/12/2008;2008;31/12/2008;31/12/2008;21/04/2014;NÃO;Não Executada;0;432.000,00;1;1;02/04/2013;1.080.000,00; -   ;1.200.000,00; -   ;432.000,00; -   ; -   ; -   ; -   ;1937;413418;0,833643151
25;PB;2505006;CUBATI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB2603033680;CV 0640/04;;;NÃO;;122.498,96;3.710,97;28/06/2004;2004;28/06/2004;28/06/2004;25/01/2007;NÃO;Concluída com etapa útil e sem pendência;0;119.988,00;0;1;;120.000,00; -   ;122.498,96; -   ; -   ; -   ; -   ; -   ; -   ;941;7832;0,108332429
26;PE;2604106;CARUARU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE1712079355;CV 0882/07;;;SIM;BANCADA DE PERNAMBUCO;1.527.434,90;163.934,90;31/12/2007;2007;31/12/2007;31/12/2007;07/02/2022;NÃO;Encerrada sem etapa útil;45;954.450,00;2;0;06/08/2015;1.363.500,00; -   ;1.527.434,90; -   ;545.400,00;409.050,00; -   ; -   ; -   ;5152;365278;0,708034754
24;RN;2402402;CARNAÚBA DOS DANTAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN1101084016;CV 1150/07;;;SIM;BANCADA DO RIO GRANDE DO NORTE;149.696,64;4.701,64;31/12/2007;2007;31/12/2007;31/12/2007;24/03/2013;NÃO;Concluída com etapa útil e sem pendência;99,3;144.995,00;2;1;21/11/2012;148.000,00; -   ;149.696,64; -   ; -   ;144.995,00; -   ; -   ; -   ;1910;8239;0,221588079
41;PR;4120333;PRADO FERREIRA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1812095180;TC/PAC 1006/09;;;NÃO;;1.030.927,86;30.927,86;31/12/2009;2009;31/12/2009;31/12/2009;02/11/2012;NÃO;CONCLUÍDA;98;1.000.000,00;4;1;13/06/2012;1.000.000,00; -   ;1.030.927,86; -   ;400.000,00;600.000,00; -   ; -   ; -   ;1037;3780;0,502756643
41;PR;4110607;IPORÃ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR2804081338;TC/PAC 0353/08;;;NÃO;;3.704.936,13;114.853,02;31/12/2008;2008;31/12/2008;31/12/2008;06/10/2021;NÃO;Concluída com etapa útil e com pendência;100;3.590.083,11;5;0;22/06/2021;3.600.000,00; -   ;3.704.936,13; -   ;1.080.000,00;720.000,00;720.000,00;1.070.083,11; -   ;4662;13782;0,679592733
32;ES;3203353;MARILÂNDIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;ES2910096217;CV 0093/09;91037/2009;708886/2009;SIM;GERSON CAMATA;659.222,52;338.391,74;31/12/2009;2009;31/12/2009;31/12/2009;12/07/2022;SIM;Em execução;90;299.876,42;2;1;19/06/2020;300.000,00;123,58;659.222,52; -   ;150.000,00;149.876,42; -   ; -   ; -   ;4576;12963;0,72100285
41;PR;4121752;RESERVA DO IGUAÇU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1608063747;CV 1371/06;;;NÃO;;206.000,00;6.000,00;28/06/2006;2006;28/06/2006;28/06/2006;28/10/2011;NÃO;Concluída com etapa útil e sem pendência;100;200.000,00;3;1;18/03/2011;200.000,00; -   ;206.000,00; -   ;40.000,00; -   ; -   ; -   ; -   ;1948;8069;0,374434234
51;MT;5108055;TERRA NOVA DO NORTE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MT0404136584;TC/PAC 0412/14;;;NÃO;;4.922.939,19; -   ;07/05/2014;2014;07/05/2014;07/05/2014;20/10/2022;SIM;Em execução;76;4.922.939,19;4;0;26/11/2020;4.922.939,19; -   ;4.922.939,19; -   ;994.165,36;1.476.881,76;1.476.881,76;975.010,31; -   ;3088;9473;0,736635608
23;CE;2306108;IRAUÇUBA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE1110176723;CV 0374/17;88459/2017;855869/2017;NÃO;;2.999.577,94;68.390,38;30/12/2017;2017;30/12/2017;30/12/2017;23/10/2022;SIM;Em execução;32,6;2.344.950,04;3;1;07/06/2022;3.000.000,00;655.049,96;2.999.577,94; -   ;586.237,51;586.237,51;1.172.475,02; -   ; -   ;1758;24305;0,564675043
26;PE;2604809;CORTÊS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2711075281;TC/PAC 0526/08;;;NÃO;;2.925.439,76; -   ;31/12/2008;2008;31/12/2008;31/12/2008;31/12/2020;NÃO;Paralisada;32,15;1.180.000,00;1;3;24/09/2012;2.950.000,00; -   ;2.925.439,76; -   ;1.180.000,00; -   ; -   ; -   ; -   ;4383;12560;0,126672445
31;MG;3106200;BELO HORIZONTE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1507119774;TC/PAC 0271/12;;;NÃO;;2.233.290,59; -   ;16/05/2012;2012;16/05/2012;16/05/2012;16/05/2016;NÃO;Não Executada;0;893.316,24;1;2;05/06/2012;893.316,24; -   ;2.233.290,59; -   ;893.316,24; -   ; -   ; -   ; -   ;1461;2521564;0,756291321
31;MG;3106200;BELO HORIZONTE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1507119342;TC/PAC 0321/11;;;NÃO;;3.116.325,34; -   ;21/12/2011;2011;21/12/2011;21/12/2011;21/12/2015;NÃO;Não Executada;0;934.897,60;1;3;29/06/2012;934.897,60; -   ;3.116.325,34; -   ;934.897,60; -   ; -   ; -   ; -   ;1461;2521564;0,756291321
31;MG;3168002;TAIOBEIRAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1507118722;TC/PAC 0154/12;;;NÃO;;13.428.404,36; -   ;16/03/2012;2012;16/03/2012;16/03/2012;16/03/2015;NÃO;Concluída com etapa útil e sem pendência;100;13.428.404,36;4;0;31/12/2013;13.428.404,36; -   ;13.428.404,36; -   ;4.028.521,31;2.685.680,87;2.685.680,87;4.028.521,31; -   ;1095;34397;0,493187382
